sample_year,sample_date,project_code,trip_no,effort_no,submitter_sample_id,management_area_code,location_code,fishery_code,gear_type,gear_code,submitter_specimen_id,date_sampled,field_species_code,length,length_type_code,weight,weight_type_code,gender_code,maturity_code,specimen_comment
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,1,04-28-2020,850,137,SH,217,WH,M,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,2,04-28-2020,850,114,SH,121,WH,F,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,3,04-28-2020,850,126,SH,189,WH,M,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,4,04-28-2020,850,138,SH,214,WH,M,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,5,04-28-2020,850,130,SH,194,WH,F,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,6,04-28-2020,850,144,SH,107,WH,M,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,7,04-28-2020,850,113,SH,144,WH,F,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,8,04-28-2020,850,120,SH,179,WH,M,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,9,04-28-2020,850,129,SH,120,WH,M,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,10,04-28-2020,850,115,SH,250,WH,F,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,11,04-28-2020,850,88,SH,59,WH,F,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,12,04-28-2020,850,67,SH,24,WH,M,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,13,04-28-2020,850,56,SH,16,WH,,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,14,04-28-2020,850,61,SH,22,WH,M,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,15,04-28-2020,850,50,SH,21,WH,M,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,16,04-28-2020,850,49,SH,11,WH,,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,17,04-28-2020,850,40,SH,6,WH,,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,18,04-28-2020,850,38,SH,4,WH,,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,19,04-28-2020,850,35,SH,4,WH,,,
2020,04-28-2020,SS1,001,2001,20010001,,K13,SU,Dredge,22,20,04-28-2020,850,26,SH,1,WH,,,
2020,04-28-2020,SS1,002,2001,20010002,,K13,SU,Dredge,22,1,04-28-2020,850,104,SH,106,WH,M,,
2020,04-28-2020,SS1,002,2001,20010002,,K13,SU,Dredge,22,2,04-28-2020,850,141,SH,251,WH,F,,
2020,04-28-2020,SS1,002,2001,20010002,,K13,SU,Dredge,22,3,04-28-2020,850,115,SH,131,WH,F,,
2020,04-28-2020,SS1,002,2001,20010002,,K13,SU,Dredge,22,4,04-28-2020,850,107,SH,123,WH,F,,
